epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
14,224.561,1.61905,1.1742,0.98724,0.70352,0.46452,0.55177,0.28093,1.62889,1.19453,0.96468,0.0017426,0.0017426,0.0017426
15,230.081,1.51587,1.07619,0.97474,0.67045,0.46003,0.52187,0.2675,1.67552,1.32801,0.97646,0.0017228,0.0017228,0.0017228
16,235.876,1.56885,1.08142,0.97763,0.71323,0.55584,0.62703,0.31154,1.6169,1.31669,0.97586,0.001703,0.001703,0.001703
17,241.491,1.57409,1.06653,0.98047,0.70287,0.56117,0.6151,0.30845,1.66771,1.39287,0.95775,0.0016832,0.0016832,0.0016832
18,246.827,1.54996,1.04495,0.97784,0.70558,0.54976,0.63404,0.32709,1.66087,1.52149,0.96594,0.0016634,0.0016634,0.0016634
19,252.457,1.56463,1.03838,0.98963,0.73659,0.58845,0.66665,0.34302,1.61903,2.53004,0.95888,0.0016436,0.0016436,0.0016436
20,258.23,1.54679,1.00435,0.97273,0.68386,0.60033,0.65856,0.34756,1.62164,1.44239,0.97192,0.0016238,0.0016238,0.0016238
21,263.867,1.47157,0.94717,0.95138,0.69398,0.55465,0.62066,0.30379,1.62559,1.30007,0.94998,0.001604,0.001604,0.001604
22,269.281,1.53434,0.98182,0.96803,0.76801,0.53344,0.64477,0.33313,1.61022,1.09437,0.97118,0.0015842,0.0015842,0.0015842
23,274.948,1.4831,0.92669,0.95518,0.7299,0.57912,0.66593,0.34736,1.57484,1.46922,0.96531,0.0015644,0.0015644,0.0015644
24,280.732,1.48527,0.92408,0.95051,0.80288,0.56479,0.66988,0.34963,1.73013,1.68201,0.98235,0.0015446,0.0015446,0.0015446
25,286.215,1.47242,0.93798,0.95382,0.79273,0.56607,0.66177,0.33428,1.75192,1.65233,0.97205,0.0015248,0.0015248,0.0015248
26,291.625,1.4852,0.9303,0.95098,0.7585,0.52692,0.64222,0.33428,1.66342,1.08828,0.96239,0.001505,0.001505,0.001505
27,297.319,1.46156,0.91881,0.95676,0.80641,0.5367,0.65244,0.3367,1.6045,0.92856,0.96187,0.0014852,0.0014852,0.0014852
28,303.094,1.4756,0.88536,0.94426,0.75678,0.53997,0.63915,0.33142,1.71055,1.1152,0.95804,0.0014654,0.0014654,0.0014654
29,308.439,1.43658,0.88234,0.95027,0.7259,0.57586,0.6441,0.3408,1.78547,1.19502,1.00654,0.0014456,0.0014456,0.0014456
30,313.822,1.43571,0.87049,0.94387,0.79987,0.57259,0.67617,0.35745,1.7437,1.41045,0.98505,0.0014258,0.0014258,0.0014258
31,319.643,1.41712,0.8498,0.94272,0.75019,0.58564,0.66405,0.34991,1.60084,1.58781,0.95456,0.001406,0.001406,0.001406
32,325.487,1.4512,0.86084,0.94414,0.7639,0.61664,0.69729,0.36653,1.70337,1.09145,0.9982,0.0013862,0.0013862,0.0013862
33,330.87,1.41835,0.8511,0.94361,0.73044,0.58891,0.67376,0.34,1.63441,0.94224,0.98171,0.0013664,0.0013664,0.0013664
34,336.403,1.4319,0.85573,0.93646,0.76032,0.5367,0.61966,0.32408,1.6197,1.09219,0.97029,0.0013466,0.0013466,0.0013466
35,342.172,1.39547,0.83457,0.9285,0.73028,0.5938,0.67597,0.36123,1.65057,0.96732,0.97366,0.0013268,0.0013268,0.0013268
36,347.816,1.41535,0.83208,0.9307,0.79024,0.51713,0.62024,0.34322,1.6243,1.10539,0.96677,0.001307,0.001307,0.001307
37,353.123,1.39969,0.83719,0.93489,0.70145,0.61175,0.68229,0.35935,1.62637,1.10273,0.9809,0.0012872,0.0012872,0.0012872
38,358.597,1.3867,0.81151,0.93299,0.84085,0.59054,0.70216,0.36431,1.56705,0.97114,0.9481,0.0012674,0.0012674,0.0012674
39,364.583,1.37823,0.81073,0.93308,0.75158,0.64653,0.72824,0.37963,1.63311,1.02657,0.97252,0.0012476,0.0012476,0.0012476
40,370.55,1.3745,0.78663,0.93226,0.75503,0.58891,0.68341,0.35832,1.64569,1.05834,0.97092,0.0012278,0.0012278,0.0012278
41,375.971,1.37998,0.79794,0.93063,0.77365,0.59543,0.68834,0.35926,1.65496,1.07558,0.97888,0.001208,0.001208,0.001208
42,381.577,1.32402,0.75206,0.91254,0.75861,0.6248,0.70475,0.37777,1.65301,0.97492,0.96653,0.0011882,0.0011882,0.0011882
43,387.228,1.34853,0.76853,0.92252,0.73944,0.66069,0.71897,0.3701,1.65306,1.54145,0.97095,0.0011684,0.0011684,0.0011684
44,392.801,1.35685,0.77687,0.9166,0.77065,0.62487,0.71745,0.37431,1.60759,0.88197,0.96714,0.0011486,0.0011486,0.0011486
45,398.166,1.32436,0.77088,0.92536,0.74887,0.63295,0.71594,0.38312,1.65442,0.89159,0.97784,0.0011288,0.0011288,0.0011288
46,403.88,1.32139,0.74918,0.91268,0.79836,0.62654,0.73316,0.37927,1.52127,0.84956,0.95201,0.001109,0.001109,0.001109
47,409.574,1.29409,0.71859,0.91353,0.80609,0.61033,0.72256,0.38447,1.65878,1.04589,0.97775,0.0010892,0.0010892,0.0010892
48,415.113,1.34708,0.72216,0.92417,0.74593,0.68026,0.73992,0.39904,1.63615,0.88333,0.97011,0.0010694,0.0010694,0.0010694
49,420.477,1.3048,0.7353,0.898,0.7414,0.62204,0.70348,0.37172,1.59489,0.94461,0.95986,0.0010496,0.0010496,0.0010496
50,426.094,1.25847,0.70155,0.90773,0.73078,0.67374,0.7271,0.38872,1.57312,0.85781,0.95965,0.0010298,0.0010298,0.0010298
51,431.866,1.29823,0.72619,0.90964,0.76932,0.62021,0.72179,0.37765,1.63372,0.96605,0.96372,0.00101,0.00101,0.00101
52,437.305,1.33761,0.7529,0.91688,0.76113,0.67863,0.74812,0.39403,1.65273,0.8067,0.97944,0.0009902,0.0009902,0.0009902
53,442.718,1.29736,0.7267,0.90788,0.72698,0.62969,0.69905,0.38189,1.57167,0.85453,0.95761,0.0009704,0.0009704,0.0009704
54,448.417,1.28635,0.70199,0.90873,0.77873,0.65451,0.72812,0.39175,1.5407,0.9236,0.95851,0.0009506,0.0009506,0.0009506
55,454.07,1.28266,0.70016,0.91591,0.76482,0.63948,0.70656,0.37321,1.69345,1.54355,0.98124,0.0009308,0.0009308,0.0009308
56,459.527,1.26015,0.7131,0.89266,0.74723,0.65416,0.71735,0.37863,1.61232,0.8835,0.96647,0.000911,0.000911,0.000911
57,464.939,1.28346,0.70092,0.90152,0.80397,0.60882,0.70749,0.3864,1.61194,0.91767,0.97545,0.0008912,0.0008912,0.0008912
58,470.752,1.28824,0.70343,0.90148,0.78169,0.66395,0.73601,0.39842,1.61811,0.83715,0.95903,0.0008714,0.0008714,0.0008714
59,476.498,1.22521,0.69146,0.89168,0.78631,0.63628,0.72541,0.38585,1.61442,1.73,0.97457,0.0008516,0.0008516,0.0008516
60,481.867,1.26007,0.71038,0.89569,0.7777,0.6563,0.74315,0.40134,1.65368,0.85574,0.99282,0.0008318,0.0008318,0.0008318
61,487.397,1.24067,0.68261,0.89059,0.79791,0.64274,0.7309,0.3918,1.62869,0.90172,0.9857,0.000812,0.000812,0.000812
62,493.212,1.19075,0.64364,0.8882,0.75744,0.67047,0.73675,0.39703,1.56362,0.96252,0.97495,0.0007922,0.0007922,0.0007922
63,498.854,1.24488,0.67951,0.889,0.77679,0.66421,0.74019,0.39555,1.66435,0.83833,0.99312,0.0007724,0.0007724,0.0007724
64,504.217,1.26399,0.69099,0.89628,0.76811,0.67047,0.72128,0.39399,1.60796,1.39518,0.99298,0.0007526,0.0007526,0.0007526
65,509.702,1.21842,0.67052,0.89019,0.77957,0.65579,0.74257,0.40358,1.60701,1.02009,0.98177,0.0007328,0.0007328,0.0007328
66,515.389,1.20934,0.66686,0.8825,0.79956,0.66884,0.74997,0.40583,1.60316,0.91012,0.95976,0.000713,0.000713,0.000713
67,520.931,1.21359,0.66028,0.88769,0.80828,0.63963,0.74325,0.40659,1.55751,0.84321,0.96568,0.0006932,0.0006932,0.0006932
68,526.273,1.19318,0.64748,0.88452,0.79206,0.68026,0.75278,0.40932,1.5684,0.85631,0.95919,0.0006734,0.0006734,0.0006734
69,531.916,1.23307,0.67242,0.88601,0.79634,0.66558,0.73779,0.41121,1.62352,0.91754,0.97847,0.0006536,0.0006536,0.0006536
70,537.73,1.22433,0.66541,0.88462,0.80066,0.67374,0.75208,0.41285,1.57308,0.82405,0.96815,0.0006338,0.0006338,0.0006338
71,543.336,1.17866,0.64424,0.87912,0.79533,0.6721,0.75492,0.39901,1.56475,0.90096,0.96501,0.000614,0.000614,0.000614
72,548.753,1.15434,0.63295,0.88274,0.80303,0.6917,0.75975,0.40584,1.56123,0.81544,0.95614,0.0005942,0.0005942,0.0005942
73,554.371,1.18005,0.63696,0.88292,0.76417,0.69776,0.74698,0.40037,1.61363,0.87856,0.97056,0.0005744,0.0005744,0.0005744
74,560.044,1.1762,0.63241,0.87895,0.79339,0.66403,0.74616,0.39646,1.62577,0.83178,0.96367,0.0005546,0.0005546,0.0005546
75,565.557,1.1261,0.62435,0.88437,0.77112,0.68515,0.75638,0.41357,1.61088,0.86093,0.96992,0.0005348,0.0005348,0.0005348
76,571,1.13543,0.62432,0.88075,0.79998,0.68679,0.76101,0.4053,1.62447,0.84397,0.97889,0.000515,0.000515,0.000515
77,576.709,1.13551,0.61702,0.87412,0.79746,0.66798,0.75154,0.39765,1.58236,0.83453,0.97275,0.0004952,0.0004952,0.0004952
78,582.521,1.13459,0.60471,0.86795,0.79097,0.69138,0.75819,0.40634,1.57438,0.88124,0.96491,0.0004754,0.0004754,0.0004754
79,587.861,1.11613,0.59799,0.86948,0.83231,0.66069,0.75503,0.4025,1.58138,0.84566,0.96743,0.0004556,0.0004556,0.0004556
80,593.299,1.13025,0.59455,0.87294,0.83813,0.65038,0.75577,0.40714,1.54395,0.72944,0.95971,0.0004358,0.0004358,0.0004358
81,598.957,1.14092,0.61632,0.87478,0.80958,0.67374,0.76103,0.41544,1.56299,0.73823,0.97047,0.000416,0.000416,0.000416
82,604.727,1.12384,0.60733,0.86824,0.79894,0.69494,0.76384,0.41334,1.56111,0.80375,0.96902,0.0003962,0.0003962,0.0003962
83,610.207,1.1072,0.59206,0.86517,0.78403,0.70799,0.75942,0.4149,1.55288,0.77996,0.96863,0.0003764,0.0003764,0.0003764
84,615.565,1.12236,0.60739,0.86762,0.79898,0.67431,0.74958,0.40127,1.51961,0.73715,0.96372,0.0003566,0.0003566,0.0003566
85,621.227,1.10136,0.583,0.87159,0.79956,0.68679,0.76209,0.41201,1.57155,0.79324,0.97384,0.0003368,0.0003368,0.0003368
86,626.872,1.11042,0.58562,0.8647,0.80559,0.6721,0.7534,0.40823,1.55682,0.7743,0.96607,0.000317,0.000317,0.000317
87,632.293,1.09086,0.58268,0.8612,0.80938,0.66884,0.75467,0.41104,1.58082,0.74804,0.97187,0.0002972,0.0002972,0.0002972
88,637.736,1.0738,0.5639,0.8677,0.80796,0.69168,0.76997,0.42131,1.56571,0.7421,0.97159,0.0002774,0.0002774,0.0002774
89,643.602,1.06018,0.55774,0.85851,0.82876,0.67897,0.76564,0.41559,1.60027,0.74941,0.97648,0.0002576,0.0002576,0.0002576
90,649.549,1.09184,0.58261,0.85824,0.8116,0.66763,0.75252,0.41535,1.60688,0.75613,0.9754,0.0002378,0.0002378,0.0002378
91,657.561,1.10923,0.58425,0.87894,0.81368,0.71241,0.76246,0.41403,1.55932,0.77418,0.96771,0.000218,0.000218,0.000218
92,663.412,1.06389,0.55827,0.86587,0.83461,0.66232,0.75544,0.40913,1.54104,0.71886,0.96843,0.0001982,0.0001982,0.0001982
93,669.111,1.06613,0.5497,0.86134,0.84099,0.6557,0.75553,0.41127,1.58472,0.73968,0.96972,0.0001784,0.0001784,0.0001784
94,674.565,1.05603,0.55001,0.85493,0.81873,0.66884,0.75835,0.40434,1.59668,0.75838,0.97743,0.0001586,0.0001586,0.0001586
95,679.896,1.02508,0.53869,0.85086,0.81638,0.67863,0.75889,0.41355,1.57402,0.76059,0.97509,0.0001388,0.0001388,0.0001388
96,685.635,1.01767,0.53586,0.85589,0.84931,0.64763,0.74948,0.40923,1.57647,0.75157,0.97205,0.000119,0.000119,0.000119
97,691.297,1.0229,0.52599,0.85084,0.83971,0.67514,0.76657,0.41167,1.55783,0.72247,0.97285,9.92e-05,9.92e-05,9.92e-05
98,696.65,0.99296,0.51376,0.8471,0.85783,0.66936,0.76835,0.41454,1.54773,0.70445,0.97254,7.94e-05,7.94e-05,7.94e-05
99,701.992,1.00496,0.52892,0.8513,0.84195,0.67863,0.77067,0.41263,1.54934,0.71391,0.97357,5.96e-05,5.96e-05,5.96e-05
100,707.797,1.0005,0.52246,0.85342,0.84545,0.66721,0.76753,0.41617,1.54325,0.72737,0.97208,3.98e-05,3.98e-05,3.98e-05
