epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,151.222,1.47928,3.32353,0.99216,0.01322,0.17335,0.04038,0.02559,1.48424,3.6834,0.92165,0.0003375,0.0003375,0.0003375
2,156.203,1.51077,1.88029,0.95091,0.02644,0.25256,0.10026,0.0667,1.46791,3.05785,0.91366,0.000680694,0.000680694,0.000680694
3,161.033,1.3907,1.4366,0.94447,0.57167,0.16764,0.18256,0.10421,1.44769,2.03487,0.94673,0.00101696,0.00101696,0.00101696
4,165.969,1.34489,1.30457,0.93112,0.51665,0.24442,0.23492,0.13492,1.38054,1.57858,0.945,0.00121287,0.00121287,0.00121287
5,170.89,1.31099,1.20991,0.92297,0.53369,0.275,0.26448,0.15943,1.27571,1.47112,0.92404,0.0012005,0.0012005,0.0012005
6,175.562,1.2515,1.12582,0.9141,0.46768,0.31108,0.28186,0.16526,1.25763,1.25553,0.9161,0.00118812,0.00118812,0.00118812
7,180.265,1.23218,1.10637,0.91255,0.49862,0.31935,0.30192,0.18078,1.23084,1.18304,0.91508,0.00117575,0.00117575,0.00117575
8,185.109,1.22258,1.0885,0.91623,0.49663,0.31416,0.31774,0.18687,1.26416,1.12255,0.92608,0.00116337,0.00116337,0.00116337
9,189.993,1.22937,1.06434,0.9174,0.47691,0.3668,0.32761,0.19466,1.24141,1.05596,0.91844,0.001151,0.001151,0.001151
10,194.863,1.19092,1.00395,0.90354,0.45407,0.33126,0.33199,0.2062,1.17708,1.03669,0.90279,0.00113863,0.00113863,0.00113863
11,199.629,1.1545,0.94497,0.8926,0.48291,0.3457,0.34326,0.20581,1.2022,1.02682,0.91679,0.00112625,0.00112625,0.00112625
12,204.452,1.16012,0.95693,0.89807,0.56623,0.32887,0.34962,0.21054,1.16024,1.02816,0.90745,0.00111388,0.00111388,0.00111388
13,209.378,1.16351,0.9327,0.89294,0.51633,0.32965,0.33884,0.2008,1.15485,1.0504,0.89828,0.0011015,0.0011015,0.0011015
14,214.298,1.15975,0.95502,0.89897,0.46955,0.36269,0.36385,0.2138,1.18217,1.01218,0.90855,0.00108913,0.00108913,0.00108913
15,218.976,1.13185,0.90472,0.89297,0.55766,0.36323,0.3655,0.21919,1.14702,0.96269,0.9057,0.00107675,0.00107675,0.00107675
16,223.601,1.13867,0.91243,0.90179,0.51377,0.3644,0.36822,0.22464,1.17874,1.00543,0.90759,0.00106437,0.00106437,0.00106437
17,228.515,1.12439,0.893,0.89611,0.60688,0.35223,0.37859,0.23303,1.1159,0.96794,0.8976,0.001052,0.001052,0.001052
18,233.43,1.08927,0.86232,0.89345,0.50879,0.34877,0.36962,0.22558,1.13082,0.95589,0.90217,0.00103962,0.00103962,0.00103962
19,238.012,1.07068,0.82741,0.88595,0.62503,0.32771,0.37536,0.23263,1.1213,0.94617,0.89414,0.00102725,0.00102725,0.00102725
20,242.584,1.09737,0.84545,0.88693,0.52721,0.39727,0.38095,0.23211,1.0877,0.91476,0.89479,0.00101488,0.00101488,0.00101488
21,247.377,1.07108,0.80484,0.87629,0.56736,0.32554,0.36899,0.21838,1.11371,0.93623,0.89486,0.0010025,0.0010025,0.0010025
22,252.33,1.09152,0.83738,0.88932,0.48594,0.37955,0.36912,0.22193,1.1263,0.98419,0.89756,0.000990125,0.000990125,0.000990125
23,257.117,1.0852,0.82694,0.87952,0.48598,0.39999,0.37183,0.22208,1.11258,0.9322,0.90169,0.00097775,0.00097775,0.00097775
24,261.727,1.07341,0.82385,0.88242,0.6834,0.34805,0.39272,0.22961,1.13931,0.93912,0.90829,0.000965375,0.000965375,0.000965375
25,266.526,1.08828,0.79259,0.87329,0.4992,0.43281,0.38246,0.23276,1.13809,0.91656,0.89717,0.000953,0.000953,0.000953
26,271.495,1.06224,0.77722,0.88141,0.59069,0.3389,0.37657,0.22818,1.11659,0.93414,0.89402,0.000940625,0.000940625,0.000940625
27,276.399,1.06745,0.76829,0.87483,0.48872,0.39083,0.38244,0.23238,1.11778,0.91992,0.90044,0.00092825,0.00092825,0.00092825
28,281.053,1.06456,0.76963,0.8757,0.44455,0.39186,0.36735,0.21636,1.13024,0.90418,0.90352,0.000915875,0.000915875,0.000915875
29,285.657,1.04293,0.75458,0.87109,0.51459,0.35911,0.37097,0.22284,1.10265,0.94281,0.89647,0.0009035,0.0009035,0.0009035
30,290.434,1.01721,0.7377,0.86828,0.47825,0.40565,0.38515,0.22432,1.10538,0.88322,0.89793,0.000891125,0.000891125,0.000891125
31,295.265,1.05204,0.75151,0.87021,0.47257,0.40072,0.36591,0.21795,1.11482,0.98118,0.89211,0.00087875,0.00087875,0.00087875
32,299.967,1.01538,0.72028,0.87322,0.48364,0.37358,0.39435,0.23609,1.08209,0.88276,0.89778,0.000866375,0.000866375,0.000866375
33,304.624,1.0672,0.74269,0.87925,0.55171,0.34318,0.37271,0.22846,1.07775,0.89567,0.89483,0.000854,0.000854,0.000854
34,309.334,1.02325,0.71509,0.87583,0.4501,0.42494,0.37167,0.22588,1.07393,0.9407,0.88802,0.000841625,0.000841625,0.000841625
35,314.27,1.00732,0.70029,0.86788,0.52197,0.42167,0.39407,0.23153,1.08144,0.90159,0.89156,0.00082925,0.00082925,0.00082925
36,319.141,1.02429,0.71546,0.87427,0.50464,0.40916,0.38042,0.22952,1.05712,0.8918,0.89273,0.000816875,0.000816875,0.000816875
37,323.69,1.03322,0.71198,0.87068,0.51773,0.39863,0.38295,0.23522,1.05921,0.9049,0.89506,0.0008045,0.0008045,0.0008045
38,328.341,1.00416,0.69041,0.86644,0.52306,0.39039,0.37255,0.22794,1.06966,0.92397,0.89672,0.000792125,0.000792125,0.000792125
39,333.22,1.00652,0.6944,0.86999,0.5356,0.40001,0.38489,0.23162,1.09962,0.88307,0.89458,0.00077975,0.00077975,0.00077975
40,338.135,1.02429,0.71238,0.8733,0.53301,0.43377,0.40118,0.23907,1.07656,0.87506,0.8911,0.000767375,0.000767375,0.000767375
41,342.865,0.98578,0.67037,0.8652,0.51747,0.37324,0.38298,0.23226,1.06545,0.87976,0.89063,0.000755,0.000755,0.000755
42,347.428,1.01042,0.6841,0.86748,0.5801,0.40243,0.39186,0.22937,1.09027,0.87605,0.89404,0.000742625,0.000742625,0.000742625
43,352.144,1.01554,0.6857,0.87015,0.60636,0.34565,0.38769,0.23527,1.09558,0.88797,0.89622,0.00073025,0.00073025,0.00073025
44,357.023,0.97996,0.65351,0.86104,0.58361,0.41345,0.4086,0.24114,1.08091,0.86739,0.89004,0.000717875,0.000717875,0.000717875
45,361.926,0.99044,0.66437,0.86116,0.57269,0.42524,0.42325,0.25706,1.06324,0.85741,0.89404,0.0007055,0.0007055,0.0007055
46,366.617,0.9738,0.65396,0.86127,0.59556,0.38829,0.39966,0.24059,1.08673,0.86247,0.89439,0.000693125,0.000693125,0.000693125
47,371.236,0.99311,0.66675,0.86402,0.55417,0.42421,0.41545,0.25405,1.06341,0.85011,0.89272,0.00068075,0.00068075,0.00068075
48,376.152,0.96203,0.64725,0.86023,0.60937,0.36323,0.40585,0.24339,1.06759,0.88464,0.89417,0.000668375,0.000668375,0.000668375
49,381.04,0.99525,0.65457,0.8603,0.61553,0.40245,0.42592,0.26247,1.05813,0.84912,0.89497,0.000656,0.000656,0.000656
50,385.819,0.96056,0.63061,0.85743,0.57441,0.41282,0.39266,0.23529,1.09647,0.91603,0.90069,0.000643625,0.000643625,0.000643625
51,390.582,0.98474,0.64842,0.86012,0.5174,0.37356,0.38587,0.22869,1.07504,0.8682,0.89544,0.00063125,0.00063125,0.00063125
52,395.342,0.95365,0.6243,0.85888,0.54529,0.41763,0.40556,0.24129,1.08027,0.83899,0.89052,0.000618875,0.000618875,0.000618875
53,400.25,0.96157,0.63877,0.85869,0.51583,0.40199,0.3897,0.23218,1.0841,0.86689,0.89015,0.0006065,0.0006065,0.0006065
54,404.966,0.96659,0.64052,0.86605,0.55968,0.3904,0.38837,0.23027,1.08732,0.88228,0.89701,0.000594125,0.000594125,0.000594125
55,409.579,0.97225,0.62615,0.85353,0.58831,0.39234,0.40859,0.24642,1.05951,0.83585,0.8892,0.00058175,0.00058175,0.00058175
56,414.31,0.92692,0.61265,0.8545,0.50434,0.35291,0.32591,0.20699,1.0538,1.13738,0.89208,0.000569375,0.000569375,0.000569375
57,419.291,0.94189,0.6027,0.8464,0.52066,0.42897,0.41437,0.25115,1.02542,0.84736,0.88324,0.000557,0.000557,0.000557
58,424.133,0.95455,0.61958,0.85615,0.5726,0.397,0.40787,0.24896,1.02812,0.83291,0.88235,0.000544625,0.000544625,0.000544625
59,428.751,0.94213,0.61224,0.85768,0.55559,0.4212,0.40659,0.25048,1.04502,0.85083,0.88668,0.00053225,0.00053225,0.00053225
60,433.41,0.95958,0.61703,0.85287,0.55026,0.37921,0.39796,0.24194,1.03901,0.85717,0.88631,0.000519875,0.000519875,0.000519875
61,438.17,0.92026,0.59309,0.84734,0.55264,0.40595,0.40626,0.24575,1.02801,0.8431,0.88793,0.0005075,0.0005075,0.0005075
62,443.023,0.92471,0.60298,0.85181,0.57237,0.40647,0.41504,0.25325,1.03054,0.83391,0.88698,0.000495125,0.000495125,0.000495125
