epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
22,216.249,1.09587,0.84751,0.87844,0.52657,0.24775,0.26467,0.15617,1.25399,1.38794,0.9255,0.000990125,0.000990125,0.000990125
23,219.284,1.08752,0.82551,0.87669,0.52099,0.20626,0.23008,0.1326,1.28596,1.43124,0.94256,0.00097775,0.00097775,0.00097775
24,222.233,1.09755,0.8335,0.88473,0.54468,0.24707,0.2746,0.16309,1.23448,1.30424,0.91594,0.000965375,0.000965375,0.000965375
25,225.325,1.10599,0.83307,0.8809,0.54332,0.35732,0.35197,0.20318,1.25524,1.13428,0.91448,0.000953,0.000953,0.000953
26,228.262,1.1069,0.82607,0.88027,0.54163,0.33786,0.35685,0.21156,1.19678,1.02708,0.9165,0.000940625,0.000940625,0.000940625
27,231.149,1.06638,0.79442,0.87207,0.49696,0.35169,0.34763,0.20466,1.17165,1.10404,0.9098,0.00092825,0.00092825,0.00092825
28,234.022,1.05767,0.77566,0.87006,0.58398,0.40132,0.40833,0.24812,1.14933,0.94525,0.90693,0.000915875,0.000915875,0.000915875
29,237.011,1.0489,0.77627,0.87301,0.5062,0.39184,0.38907,0.23431,1.12694,0.98014,0.89527,0.0009035,0.0009035,0.0009035
30,240.032,1.04259,0.77665,0.8762,0.47359,0.40271,0.376,0.2252,1.13596,0.95901,0.8937,0.000891125,0.000891125,0.000891125
31,243.102,1.04848,0.77081,0.8763,0.4866,0.33595,0.3721,0.21188,1.18511,0.96964,0.90432,0.00087875,0.00087875,0.00087875
32,246.068,1.06274,0.78172,0.87821,0.57579,0.34194,0.37748,0.2282,1.12231,0.95099,0.89764,0.000866375,0.000866375,0.000866375
33,248.976,1.04455,0.75317,0.8742,0.6337,0.30279,0.37299,0.22631,1.13068,0.97702,0.8992,0.000854,0.000854,0.000854
34,251.842,1.04172,0.75244,0.86962,0.51045,0.34391,0.37089,0.22036,1.12007,0.99649,0.89797,0.000841625,0.000841625,0.000841625
35,254.745,1.04028,0.73087,0.8669,0.55937,0.33332,0.37789,0.23015,1.11517,1.0177,0.90028,0.00082925,0.00082925,0.00082925
36,257.616,1.02985,0.70884,0.86641,0.48949,0.37989,0.38586,0.22822,1.15547,0.99275,0.8949,0.000816875,0.000816875,0.000816875
37,260.645,1.03405,0.72184,0.87158,0.50458,0.38513,0.36558,0.21764,1.11212,0.93229,0.88838,0.0008045,0.0008045,0.0008045
38,263.635,1.01942,0.70664,0.86805,0.55317,0.4118,0.42315,0.25788,1.09361,0.88852,0.88824,0.000792125,0.000792125,0.000792125
39,266.649,1.02272,0.68519,0.86218,0.51915,0.40969,0.40095,0.24476,1.06458,0.88946,0.88568,0.00077975,0.00077975,0.00077975
40,269.501,1.0106,0.6998,0.86533,0.51118,0.36555,0.39057,0.23542,1.1156,0.9629,0.89805,0.000767375,0.000767375,0.000767375
41,272.353,0.99581,0.68673,0.86169,0.48805,0.44312,0.41601,0.24229,1.08936,0.8833,0.88818,0.000755,0.000755,0.000755
42,275.213,0.98336,0.67993,0.86306,0.57673,0.41157,0.41607,0.26389,1.08366,0.92326,0.89354,0.000742625,0.000742625,0.000742625
43,278.166,1.00342,0.68404,0.86077,0.64631,0.3406,0.38805,0.23526,1.14858,0.95014,0.89448,0.00073025,0.00073025,0.00073025
44,281.16,0.98774,0.67928,0.86297,0.50883,0.41418,0.39931,0.25453,1.09012,0.89708,0.88968,0.000717875,0.000717875,0.000717875
45,284.125,0.99406,0.68652,0.86552,0.4668,0.40915,0.3863,0.24203,1.07344,0.8957,0.8866,0.0007055,0.0007055,0.0007055
46,287.086,0.98569,0.67004,0.86565,0.47188,0.43596,0.40314,0.25486,1.09348,0.91576,0.88775,0.000693125,0.000693125,0.000693125
47,289.95,0.99334,0.67803,0.86326,0.50383,0.41355,0.40799,0.24558,1.10382,0.90189,0.89652,0.00068075,0.00068075,0.00068075
48,292.801,0.97228,0.67144,0.8611,0.51538,0.40436,0.4009,0.23778,1.10811,0.97061,0.89395,0.000668375,0.000668375,0.000668375
49,295.634,1.01619,0.67911,0.86682,0.44221,0.41085,0.39364,0.23618,1.09314,0.93599,0.89189,0.000656,0.000656,0.000656
50,298.571,0.95464,0.63033,0.85443,0.52352,0.42395,0.41192,0.2497,1.0906,0.88927,0.89221,0.000643625,0.000643625,0.000643625
51,301.598,0.97285,0.64456,0.85564,0.50797,0.39447,0.40686,0.25195,1.07843,0.93713,0.88997,0.00063125,0.00063125,0.00063125
52,304.556,0.95224,0.62573,0.85165,0.5712,0.41542,0.42386,0.26662,1.07994,0.89528,0.89177,0.000618875,0.000618875,0.000618875
53,307.541,0.94805,0.63004,0.85343,0.53139,0.39504,0.39919,0.2538,1.0599,0.88401,0.88911,0.0006065,0.0006065,0.0006065
54,310.394,0.95439,0.63726,0.84966,0.46385,0.40457,0.3642,0.21645,1.10201,0.92458,0.8928,0.000594125,0.000594125,0.000594125
55,313.234,0.97026,0.64113,0.86274,0.55184,0.40894,0.42154,0.26041,1.06859,0.90815,0.89432,0.00058175,0.00058175,0.00058175
56,316.098,0.94811,0.62847,0.85124,0.50673,0.4132,0.42159,0.26484,1.05953,0.85596,0.88783,0.000569375,0.000569375,0.000569375
57,319.011,0.96026,0.63078,0.85723,0.51518,0.40766,0.42171,0.26223,1.06135,0.91711,0.89267,0.000557,0.000557,0.000557
58,321.995,0.93364,0.60937,0.84828,0.56646,0.42906,0.44259,0.26953,1.05808,0.85104,0.88616,0.000544625,0.000544625,0.000544625
59,325.037,0.93533,0.61357,0.8504,0.60544,0.43987,0.45841,0.28214,1.07213,0.8434,0.89065,0.00053225,0.00053225,0.00053225
60,328.014,0.91921,0.60176,0.85006,0.61165,0.41802,0.43103,0.26905,1.10451,0.8788,0.89834,0.000519875,0.000519875,0.000519875
61,330.855,0.94053,0.59928,0.84882,0.60404,0.40773,0.41386,0.2592,1.06979,0.87263,0.89452,0.0005075,0.0005075,0.0005075
62,333.707,0.92926,0.59801,0.84924,0.5832,0.41844,0.42241,0.25808,1.08093,0.86982,0.89005,0.000495125,0.000495125,0.000495125
63,336.562,0.91411,0.58386,0.84613,0.64943,0.3912,0.42562,0.25791,1.08403,0.8695,0.89014,0.00048275,0.00048275,0.00048275
64,339.488,0.93364,0.5975,0.84501,0.57417,0.43722,0.41648,0.2568,1.07247,0.85409,0.88947,0.000470375,0.000470375,0.000470375
65,342.465,0.9261,0.59736,0.85022,0.55775,0.4303,0.42521,0.26283,1.05716,0.85105,0.89052,0.000458,0.000458,0.000458
66,345.455,0.9323,0.59566,0.84497,0.58117,0.40134,0.40738,0.25438,1.05968,0.86505,0.88802,0.000445625,0.000445625,0.000445625
67,348.351,0.90478,0.58057,0.84444,0.52678,0.39709,0.40981,0.24616,1.05903,0.88229,0.89202,0.00043325,0.00043325,0.00043325
68,351.298,0.89697,0.5678,0.83937,0.61672,0.43243,0.44364,0.27538,1.04565,0.85024,0.89244,0.000420875,0.000420875,0.000420875
69,354.145,0.90655,0.56906,0.84091,0.58305,0.45013,0.45474,0.28629,1.04351,0.82551,0.88994,0.0004085,0.0004085,0.0004085
70,356.99,0.90998,0.57832,0.84309,0.56327,0.45662,0.44915,0.28074,1.04454,0.81999,0.89132,0.000396125,0.000396125,0.000396125
71,359.968,0.89354,0.56668,0.8441,0.63257,0.44391,0.45437,0.28381,1.04543,0.79456,0.88705,0.00038375,0.00038375,0.00038375
72,362.904,0.91484,0.57376,0.84542,0.59573,0.45231,0.44986,0.2788,1.04631,0.8063,0.88503,0.000371375,0.000371375,0.000371375
73,365.949,0.89346,0.55977,0.83966,0.57932,0.46135,0.44022,0.28406,1.03746,0.84169,0.88957,0.000359,0.000359,0.000359
74,368.885,0.89715,0.57212,0.84403,0.54734,0.42884,0.40637,0.25694,1.04508,0.86096,0.88653,0.000346625,0.000346625,0.000346625
75,371.701,0.89102,0.56309,0.84074,0.57826,0.4097,0.42064,0.26801,1.03424,0.85076,0.8893,0.00033425,0.00033425,0.00033425
76,374.52,0.89607,0.56456,0.8411,0.64058,0.41743,0.44208,0.27745,1.02618,0.83623,0.88878,0.000321875,0.000321875,0.000321875
77,377.388,0.8795,0.55148,0.84014,0.60696,0.44374,0.44826,0.2767,1.03173,0.83022,0.89053,0.0003095,0.0003095,0.0003095
78,380.288,0.86541,0.55142,0.83979,0.6197,0.4389,0.44971,0.28207,1.02979,0.83101,0.89243,0.000297125,0.000297125,0.000297125
79,383.214,0.87144,0.55239,0.84041,0.6316,0.40718,0.43285,0.27095,1.03743,0.84057,0.88966,0.00028475,0.00028475,0.00028475
80,386.128,0.8679,0.54764,0.83744,0.68593,0.39676,0.44385,0.27414,1.02786,0.82906,0.88646,0.000272375,0.000272375,0.000272375
81,388.987,0.8796,0.55701,0.8412,0.59284,0.39891,0.43262,0.27134,1.03099,0.82289,0.8895,0.00026,0.00026,0.00026
82,391.843,0.85362,0.53179,0.83327,0.5297,0.43852,0.43352,0.27122,1.03841,0.81951,0.88856,0.000247625,0.000247625,0.000247625
83,394.735,0.87266,0.53316,0.83427,0.57657,0.43608,0.43406,0.26948,1.03795,0.82557,0.88902,0.00023525,0.00023525,0.00023525
84,397.619,0.8789,0.54692,0.84331,0.5999,0.42579,0.42183,0.26204,1.01668,0.84509,0.88974,0.000222875,0.000222875,0.000222875
85,400.538,0.86094,0.54219,0.8366,0.59458,0.43008,0.42888,0.26255,1.01522,0.85993,0.88827,0.0002105,0.0002105,0.0002105
86,403.502,0.8546,0.53961,0.84192,0.58725,0.43087,0.43289,0.27278,1.01393,0.83741,0.88854,0.000198125,0.000198125,0.000198125
87,406.467,0.8526,0.53782,0.83951,0.53757,0.43781,0.42415,0.26708,1.01554,0.83836,0.88869,0.00018575,0.00018575,0.00018575
88,409.439,0.8578,0.53024,0.83476,0.57806,0.41159,0.42681,0.27097,1.00753,0.83563,0.88915,0.000173375,0.000173375,0.000173375
89,412.222,0.85219,0.52679,0.83131,0.57014,0.42787,0.43483,0.27414,1.01264,0.83355,0.89296,0.000161,0.000161,0.000161
90,415.087,0.84561,0.52798,0.83843,0.49269,0.44629,0.4349,0.2724,1.00664,0.81913,0.88743,0.000148625,0.000148625,0.000148625
91,422.789,0.84524,0.55627,0.83045,0.64098,0.39255,0.42603,0.26359,1.03205,0.86811,0.89209,0.00013625,0.00013625,0.00013625
92,426.408,0.84524,0.54292,0.82892,0.68525,0.39594,0.43273,0.25977,1.03742,0.87438,0.89024,0.000123875,0.000123875,0.000123875
93,429.641,0.81874,0.51653,0.83033,0.64378,0.41368,0.44257,0.27124,1.01986,0.8474,0.88502,0.0001115,0.0001115,0.0001115
94,432.708,0.82558,0.50755,0.82731,0.52989,0.42737,0.42445,0.26172,1.02791,0.84891,0.88779,9.9125e-05,9.9125e-05,9.9125e-05
95,435.675,0.81859,0.50677,0.82691,0.53118,0.4325,0.42695,0.26867,1.03057,0.83099,0.88906,8.675e-05,8.675e-05,8.675e-05
96,438.603,0.8089,0.50007,0.82287,0.61622,0.40803,0.42997,0.26712,1.01651,0.80803,0.89387,7.4375e-05,7.4375e-05,7.4375e-05
97,441.522,0.80508,0.50156,0.82051,0.64403,0.39272,0.42903,0.26868,1.01331,0.80636,0.8929,6.2e-05,6.2e-05,6.2e-05
98,444.49,0.79842,0.49738,0.82142,0.63489,0.40592,0.43633,0.27368,1.01851,0.8054,0.89229,4.9625e-05,4.9625e-05,4.9625e-05
99,447.48,0.80006,0.49434,0.82068,0.57293,0.43472,0.43732,0.27413,1.00803,0.79986,0.89057,3.725e-05,3.725e-05,3.725e-05
100,450.5,0.79296,0.49471,0.81847,0.60026,0.44167,0.44046,0.275,1.00355,0.80325,0.89026,2.4875e-05,2.4875e-05,2.4875e-05
